keyword,tweet,username,creation date
Climate change,"""Climate change is now affecting every country on every continent. It is disrupting national economies and affecting lives, costing people, communities and countries dearly today and even more tomorrow,""

#ActOnClimate #ClimateChange #KeepItInTheGround 
https://t.co/YtzDMNkUuW https://t.co/eIuyCswzD8",Chloe Menteath,2019-10-07 08:05:02
Climate change,"@ballsdeepvalue So you don’t give a fuck about climate change 
Oh what now, are you from $tslaq",stamisme ,2019-10-07 08:05:00
Climate change,I've signed the petition demanding urgent action to stop the #ClimateCrisis now. Will you add your name? https://t.co/IXAj1o6TwQ,Trudy Cunningham,2019-10-07 08:04:57
Climate change,@lisalizouu @TheMendozaWoman Am I not allowed to have multiple causes? It's all interlinked. Johnson is funded by people who promote climate change denial for their own financial benefit. While Johnson is PM we will see a reduction in climate protection. Why do you think they're so keen to make XR go away?,Polly girl swot Hill,2019-10-07 08:04:51
Climate change,"@NewshubNZ Another global psy-op for the dumbed down masses. There is always a global united push, we had the fight against communism, then the war on terror (No WMD or Chemical weapons ever found), now it's ""Global Cooling, Warming, Climate Change"".",RadioZ,2019-10-07 08:04:44
Climate change,Can’t wait to hear Steve Price's words of wisdom on the climate change protesters. 😉 #TheProjectTV,ℝ𝕠𝕕𝕕𝕝𝕖𝕫🤔,2019-10-07 08:04:44
Climate change,Ultimately. Affecting the lives of the working class tends to lead to your demise. This won’t end well for climate change. https://t.co/FYP36GCtUZ,Gage Cooper 🇬🇧,2019-10-07 08:04:42
Climate change,Extinction Rebellion London protests LIVE: Tens of thousands of climate change activists vow to bring capital to standstill | London Evening Standard https://t.co/tzOWdlAW5o,Mark Perry,2019-10-07 08:04:41
Climate change,@iChopTweets @emmest_gal This is nice development to climate change,Freaky Francis,2019-10-07 08:04:40
Climate change,don’t believe me that this is the Santos climate target? take it from their 2019 ‘climate change report’ https://t.co/lJTPY7JudR,Brynn O'Brien,2019-10-07 08:04:40
Climate change,@aylward_maria @RitaPanahi Plastic position is by the far the most immediate environmental issue we're facing but everyone is focused on climate change hysteria.,Mark Messenger,2019-10-07 08:04:39
Climate change,The US military is quietly going green https://t.co/TiIT642npq https://t.co/DKS5d4Zrs1,It Maintenance ME,2019-10-07 08:04:35
Climate change,"@emilyhewertson I’m generally a supporter of climate change protest, but this goes far too far.  Under no circumstances is it acceptable to block access to a hospital.  This is wrong.",Rev’d Rick 🌈✝️,2019-10-07 08:04:32
Climate change,"I ❤️ @ExtinctionR NOT!

When are they going to start questioning 5G technology dangers? - NEVER.
Who are the hidden hand funding &amp; organising the young who are naive enough to be arrested for ""Their cause""
In years to come, Climate Change cultists will feel betrayed &amp; silly 🙄",Liberty,2019-10-07 08:04:27
Climate change,Harvard President Larry Bacow examines the University’s multifaceted role in the battle against climate change. Recognizing climate change as a defining challenge of our time. Commits Harvard find common cause in the wider search for innovative solutions: https://t.co/wN7MVZFUIh,FXB USA 🌎,2019-10-07 08:04:19
Climate change,"Two pictures down here tells us the current two approaches to the issue of Aarey Forest. 

Picture 1 - Cutting down trees is not good for environment and that may lead us to climate change and resultant man made disasters like floods, rise in temperature etc https://t.co/D9IjHHrSJm",VIRAJ RAVINDRA PATIL,2019-10-07 08:04:18
Climate change,Demons getting out of their shell https://t.co/B7goX7SnjR,Jewel Fitila,2019-10-07 08:04:13
Global warming,@flickafaida They wont. Unfortunately the govt only sees drought and heat related climate change as being a problem out west e.g. Gunnedah but it is a major issue on the coast too. So many dehydrated and emaciated koalas.@Matt_KeanMP @greencate,Maria Matthes,2019-10-07 08:04:12
Climate change,@SBSNews @GretaThunberg And everybody has to have a brand-new car we can’t go back to a horse and carriage cargo boats bigger than ever more planes being built then ever before how can I climate change we changed your idiot we have all these bands going on tour making more pollution going by Planes,James great 9,2019-10-07 08:04:11
Climate change,"@AlboMP @terrimbutler Penalty rates are of course very important.
But where is the ACTION ON CLIMATE CHANGE??   You could at least be excoriating Morrison with his gobbledegook on “Negative Globalism” Honestly,the absolute rubbish we are putting up with instead of responsible government. Where has it?",@tetralympus,2019-10-07 08:04:08
Climate change,Global warming in a gif https://t.co/5z9a4uWFRr,Caity,2019-10-07 08:04:04
Climate change,"people who support Warren bc shes a woman
1. prioritize a nearly meaningless identity checkbox over ideological considerations that affect the entire fucking world (see eg imperialism, climate change, trade)
2. cant explain why they apply identity quotas so inconsistently",Laura W 🍔,2019-10-07 08:04:03
Climate change,"@Joe_Hildebrand What climate change??
Look what we’ve been told in the past! https://t.co/aCBNXseDht",Duchess of Exeter #Brexit,2019-10-07 08:03:56
Climate change,"It's not just about the Metro, we are losing natural forests so that the Maharashtra government can plant saplings, that's the reverse of fighting climate change, that's fueling climate change! @PMOIndia @CMOMaharashtra #deforestation #floodnavis #Maharashtra #AareyKillerDevendra https://t.co/SGiXb6Se8r",Vighnesh Nayak,2019-10-07 08:03:56
Climate change,"@ the recent Green Economy Fair held at @Allianceswazi in Mbabane where speakers touched on environmental issues and climate change. @EUinSwaziland Head of Cooperation, Ariane Labat, and the PS in the Ministry of Education &amp; Training, Bertram Stewart, later delivered speeches. https://t.co/ChyPg9q8Gi",EU in Eswatini,2019-10-07 08:03:54
Global warming,"@CearaArmstrong There's a bunch of very powerful people who are pretty desperate right now to divert blame for the economy, climate change, you name it, onto basically anyone else.",zeborah @ mastodon.social,2019-10-07 08:03:50
Climate change,@ExtinctionR have succeeded in bringing #ClimateChange right to the forefront. Remember last year in the Heathrow Judicial Review the GOV was defending it's climate change position on the ground that the Paris Treaty which they signed was not binding as UK Parl had ratified it,Neil Spurrier,2019-10-07 08:03:49
Climate change,"@JeremyVineOn5 Yes.  People are very much now on message regarding climate change,  especially here in the uk after tv shows like Blue Planet.  Extinction rebellion will only turn people against their cause by causing disruption like they do &amp; stunts like the fire engine last week #JeremyVine https://t.co/ZM94xYcmFw",Rammyrascal,2019-10-07 08:03:47
Climate change,#T4SDForum continues with @ITCnews @AranchaGlezLaya and @OliviaSaxer of @CliMates_intl: action comes from multiple levels... we have to look beyond the UN and policymaking sphere of climate summits to evoke change. #NoPlanetB https://t.co/gPhagkd3mF,Evelyn Seltier,2019-10-07 08:03:45
Climate change,@Independent_ie Restaurants won't exist in future if we allow climate change to destroy our worldwide food supplies. That's what ALL the main scientific bodies worldwide say will happen if we don't take urgent action now. #ClimateStrike #ClimateChange tecrisis,Michelle Rogers,2019-10-07 08:03:42
Climate change,#IAEA climate change and the role of nuclear power conference starts! https://t.co/6uek38Jyoy,Maria Betti,2019-10-07 08:03:39
Climate change,"Black people, in all honest truth can decide to not participate in protests against climate change/global warming and they shouldn’t be guilt trapped into turning vegan.

Here’s a reason why: 
#EnvironmentalRacism has been actively contributing towards climate change.",Kamogelo,2019-10-07 08:03:39
Climate change,"#r4today Another BBC interview - from Nick Robinson - where a climate fundamentalist puts forward unsubstantiated claims - unchallenged. If Nick, or anyone else, believes that changing our breakfasts will to any measurable degree, change the climate one iota, then let's hear how?",bill rodgers,2019-10-07 08:03:36
Global warming,"'You're hurting me': Elderly protesters dragged from climate change rally https://t.co/k6IjZWGYQE. What a pity our Govt. doesn't do the same as the Chinese Govt. did at the Tiananmin riots, it's time these hooligans were treated as criminals &amp; not as children having a bit of fun",Old Bill,2019-10-07 08:03:36
Climate change,@StaggersonJagz Climate change. It's a thing.,Felix Online,2019-10-07 08:03:34
Climate change,#SexForGrades : Perfect African Weather and Global Warming Proof o... https://t.co/WuUjr8fdeC,Ecspedition aka Loyb,2019-10-07 08:03:24
Climate change,"@raczylo @NatxoJimenezUK @maryyasmine @Thegoodishlife1 @XRLondon @XRBristol @ExtinctionR Climate change is the biggest issue of our time. If we don't stop our destruction of the natural world and a stable climate. There will be no jobs for these people to go to and we will be heading towarde human extinction. 

The science is clear.",Ash New,2019-10-07 08:03:23
Climate change,Every mainstream news bulletin starts with ‘unseasonably hot weather’ and ‘catastrophic fire conditions’ followed up by a review from a weather ‘expert’ but still can’t mention climate change.,Abe,2019-10-07 08:03:19
Climate change,"@Education4Libs They want caveman lifestyle, the only solution to stop climate change in 30 years",Ovidiu Hossu,2019-10-07 08:03:02
Climate change,"Meet the pioneering women farmers saving the Catalan Pyrenees from climate change 

https://t.co/3aRKuxtUI8",Quim Monzó,2019-10-07 08:02:57
Climate change,military weapons 2019 leveling population growth under pretext of global warming Aerosols chemtrails also in omiya and your neighborhood ✈️ ☠️ ✈️ https://t.co/ynmJF5aoXJ,UFO CASE ALIEN,2019-10-07 08:02:57
Climate change,"https://t.co/W13RC5Erlb

Important on behalf of clients that asset managers enagage on climate change.When doing d/d with mangers it’s vitally important to ask how they deal with issues such as this",Miriam Breen,2019-10-07 08:02:56
Climate change,@peterjhasson How do we take this energy and power our cities? Maybe more effect climate change policy than banning cows.,Witchfinder General Diogenes 🌊🇺🇸🆘,2019-10-07 08:02:43
Climate change,"@ezralevant Somebody help me with this.

So, wealthy people offset their carbon footprint by planting trees. But surely these young trees exist already. Squirrels probably do more for climate change than wealthy people do - even flying squirrels.",RC Robjohn,2019-10-07 08:02:33
Climate change,"A really good 11 minutes to put aside in order to see how ‘catastrophic’ the #ClimateChange religion has snowballed into, over the years... 
https://t.co/XM3pXBf1HX via @JWSpry #ExtinctionRebellion🤦‍♂️ #Credlin #theboltreport #Auspol #Springst #CDNpoli",Climatism🌪,2019-10-07 08:02:31
Climate change,The Inter-parliamentary Conference on Climate Change will continue at 11.45 am with a presentation from Mr. Steve Waygood @avivaininvestors: Sustainable Finance Market; the role of investors https://t.co/GBU8axLEMf #parleu2019FI #EU2019FI #ClimateChange,SuomenEduskunta,2019-10-07 08:02:27
Climate change,"Three morning stories: 

🔴Parents of boy fatally hit by a diplomat's wife talk to #Sunrise https://t.co/JJPViaueiP
🔴Jennifer Arcuri quizzed over affair with @BorisJohnson https://t.co/wwqZRTi2Ax
🔴@ExtinctionR set to cause mass disruption during protests https://t.co/WwHCHu9yQ9 https://t.co/daaSShInwF",Sky News,2019-10-07 08:02:25
Climate change,"@flimsin @etzpcm Then why don't you or any other supposedly credible climate scientists call out these extremist eco-nutters for what they are?    Hallam, the @XRebellionUK cult leader has said 6 billion people have already died from starvation due to climate change.  The man is a lunatic. https://t.co/XHnA2JWNUm",lapogus,2019-10-07 08:02:17
